appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
231430,Company of Heroes 2,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,81925,22012,0,"5,000,000 .. 10,000,000",0,0,0,0,19.99,19.99,0,5006
268500,XCOM 2,"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)","2K, Feral Interactive (Mac), Feral Interactive (Linux)",,76580,14370,0,"5,000,000 .. 10,000,000",0,0,0,0,59.99,59.99,0,3527
526870,Satisfactory,Coffee Stain Studios,Coffee Stain Publishing,,143105,4295,0,"5,000,000 .. 10,000,000",0,0,0,0,29.99,29.99,0,21647
233450,Prison Architect,"Double Eleven, Introversion Software",Paradox Interactive,,60758,6926,0,"5,000,000 .. 10,000,000",0,0,0,0,29.99,29.99,0,1102
435150,Divinity: Original Sin 2 - Definitive Edition,Larian Studios,Larian Studios,,165437,6899,0,"5,000,000 .. 10,000,000",0,0,0,0,44.99,44.99,0,5673
646570,Slay the Spire,Mega Crit Games,Mega Crit Games,,140167,3038,0,"5,000,000 .. 10,000,000",0,0,0,0,24.99,24.99,0,12632
397900,Business Tour - Board Game with Online Multiplayer,8Floor,8Floor,,43096,27318,0,"5,000,000 .. 10,000,000",0,0,0,0,0.0,0.0,0,1492
3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,114059,2879,0,"5,000,000 .. 10,000,000",0,0,0,0,4.99,4.99,0,9293
779340,Total War: THREE KINGDOMS,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,69816,27916,0,"5,000,000 .. 10,000,000",0,0,0,0,59.99,59.99,0,7779
294100,RimWorld,Ludeon Studios,Ludeon Studios,,170778,3302,0,"2,000,000 .. 5,000,000",0,0,0,0,34.99,34.99,0,21405
466560,Northgard,Shiro Games,Shiro Unlimited,,49601,6836,0,"2,000,000 .. 5,000,000",0,0,0,0,29.99,29.99,0,2579
262060,Darkest Dungeon,Red Hook Studios,Red Hook Studios,,118729,10947,0,"2,000,000 .. 5,000,000",0,0,0,0,24.99,24.99,0,3114
286160,Tabletop Simulator,Berserk Games,Berserk Games,,58677,3699,0,"2,000,000 .. 5,000,000",0,0,0,0,19.99,19.99,0,5997
